job_title,company_size,ai_adoption_level,automation_risk,salary_usd,remote_friendly,job_growth_projection,industry_Energy,industry_Entertainment,industry_Finance,industry_Healthcare,industry_Manufacturing,industry_Retail,industry_Technology,industry_Telecommunications,industry_Transportation,location_Dubai,location_London,location_New York,location_Paris,location_San Francisco,location_Singapore,location_Sydney,location_Tokyo,location_Toronto,skill_javascript,skill_python,skill_sales,skill_marketing,skill_data_analysis,skill_ux/ui_design,skill_project_management,skill_communication,skill_machine_learning,skill_cybersecurity
AI Researcher,Medium,Medium,Low,105187.75878618314,Yes,Stable,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,1
Operations Manager,Small,Low,High,117224.20230642238,No,Growth,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0
Sales Manager,Medium,High,Low,70100.00213579283,Yes,Stable,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0
Data Scientist,Large,High,High,100519.55116835234,No,Decline,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0
HR Manager,Large,Medium,Medium,87565.92091164265,Yes,Stable,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0,0,1,0,0
UX Designer,Medium,Low,High,88155.31590733438,No,Stable,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,1,0,0,0
AI Researcher,Large,Low,Medium,98036.51708068005,No,Growth,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,1,0,0,0,0
Product Manager,Medium,Low,Medium,98153.12507249897,No,Stable,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,1,0,0,0,0,0,0
AI Researcher,Large,Medium,High,100575.36211583146,Yes,Growth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,1,0,0,0,0,0
Operations Manager,Small,Low,Low,68850.5761560838,Yes,Growth,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,1,0,0,0,0
Marketing Specialist,Large,Medium,Low,75003.77185667082,Yes,Decline,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,1,0,0
Data Scientist,Small,Medium,Low,119717.36551035367,Yes,Growth,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0,0,0,0,1,0,0,0,0,0
Data Scientist,Large,Medium,Low,85588.5506503832,No,Growth,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0
UX Designer,Small,High,Low,96120.28796035792,No,Decline,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0
Marketing Specialist,Large,Low,Medium,111093.32624086372,Yes,Growth,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,1,0,0,0,0,0
Cybersecurity Analyst,Small,Low,Low,99268.86144721638,Yes,Decline,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0
Software Engineer,Medium,Medium,Medium,100930.45261944078,Yes,Stable,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,0,1,0,0,0,0,0,0,0
HR Manager,Medium,Medium,Medium,107891.55358487512,No,Decline,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0
Data Scientist,Small,Low,Medium,47666.72478206,Yes,Growth,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0
Sales Manager,Large,Medium,High,80200.99689678931,Yes,Decline,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,1,0,0,0,0,0,0
Data Scientist,Small,Low,High,99372.11592999184,No,Growth,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0,1,0,0,0
AI Researcher,Large,High,Medium,117752.88614115314,No,Stable,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0
Data Scientist,Medium,Medium,High,91321.91119311546,Yes,Decline,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,1,0,0,0,0,0,0,0
Data Scientist,Large,Low,Low,73105.67076487809,No,Stable,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,1,0
Software Engineer,Medium,Medium,Low,73638.27900778996,Yes,Growth,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,0,0,0
Software Engineer,Large,Low,Medium,107677.22406906149,No,Growth,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0,0,1,0,0,0,0,0,0,0
Product Manager,Large,Low,Low,85644.52835216226,Yes,Stable,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0
Cybersecurity Analyst,Large,Medium,Medium,89855.99908419327,Yes,Decline,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1
Sales Manager,Small,High,Medium,102300.60387544638,Yes,Decline,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0
Data Scientist,Small,Low,Low,31969.52634612842,Yes,Growth,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0
Data Scientist,Medium,Low,High,130007.35023016162,No,Stable,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,1,0,0,0,0
HR Manager,Medium,Low,Low,75378.52329897878,No,Stable,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,1,0,0,0
Software Engineer,Small,High,Low,94838.72738947145,No,Decline,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0
Sales Manager,Medium,High,Medium,55906.05973007458,No,Decline,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0
UX Designer,Small,Medium,Medium,81549.17779189924,Yes,Decline,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0
Product Manager,Large,High,Medium,114893.76092730192,Yes,Stable,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0
Cybersecurity Analyst,Medium,Medium,Medium,51676.65640668242,No,Decline,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0
Marketing Specialist,Medium,Medium,High,112524.00174378282,No,Decline,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0,1,0,0,0,0,0,0,0,0
Cybersecurity Analyst,Small,High,High,84526.07807535231,No,Growth,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,1,0,0,0,0
AI Researcher,Medium,Medium,High,99743.28880440384,No,Decline,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0
Data Scientist,Medium,High,Medium,103150.4882697022,No,Decline,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1
Product Manager,Large,Medium,Medium,98828.42998981853,Yes,Stable,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,1,0,0,0,0
AI Researcher,Medium,High,Medium,72700.98696738348,Yes,Stable,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0,0,1,0,0,0,0,0,0,0
Sales Manager,Large,High,High,82709.01706929953,Yes,Growth,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0
Marketing Specialist,Small,Medium,Medium,60768.876454983685,No,Decline,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0,0,0,0,0
Software Engineer,Medium,Low,Low,99835.9266317616,No,Growth,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,1,0,0,0,0,0
Product Manager,Large,Medium,Low,124041.10308031851,No,Stable,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0
Product Manager,Small,High,Medium,53511.18226647075,No,Growth,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,1,0,0,0
Data Scientist,Medium,Low,Low,74767.0818772393,Yes,Stable,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0
Operations Manager,Small,Medium,Low,86364.49448234134,Yes,Growth,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,1,0,0,0,0
Product Manager,Medium,Medium,High,93466.82847427108,No,Growth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,1,0
HR Manager,Small,Medium,Medium,107583.52602868852,Yes,Decline,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,1,0,0,0,0,0,0,0
Marketing Specialist,Small,Low,Medium,86956.00039284666,Yes,Growth,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0
Marketing Specialist,Large,High,High,83680.825471087,No,Decline,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,1,0,0,0,0,0
HR Manager,Small,Medium,Low,112062.6141213948,No,Decline,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,1,0,0,0
UX Designer,Medium,Medium,Low,103239.91134126612,No,Decline,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0
HR Manager,Medium,Medium,Medium,100779.55951402197,No,Decline,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,1,0,0,0,0
HR Manager,Large,Medium,Low,92250.31423176228,No,Growth,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0
Marketing Specialist,Medium,Medium,High,109663.04421839718,No,Stable,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1
Cybersecurity Analyst,Medium,High,High,76873.81217539468,Yes,Stable,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0
Marketing Specialist,Medium,High,Medium,74146.11435627844,Yes,Stable,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,1,0,0,0,0
Operations Manager,Small,Medium,High,104922.01973738648,No,Growth,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0,0,1,0,0,0,0,0,0,0
Data Scientist,Small,Low,High,57499.280615061834,Yes,Decline,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0
AI Researcher,Medium,High,Medium,91843.59019272974,No,Stable,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,1,0,0,0,0,0,0,0,0
Cybersecurity Analyst,Large,Low,High,83668.83295474976,No,Growth,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,1
Software Engineer,Small,High,High,61884.90538694088,No,Decline,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0
AI Researcher,Large,Medium,High,71374.64840567471,No,Stable,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,1,0,0,0,0,0
Data Scientist,Medium,High,Low,87820.47815409301,Yes,Decline,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1
Operations Manager,Medium,Medium,Medium,110679.26512998046,No,Stable,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0
Operations Manager,Small,High,Medium,76940.84017484378,Yes,Stable,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0
Software Engineer,Medium,Medium,Medium,114267.62799809988,No,Stable,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0
Cybersecurity Analyst,Small,Medium,Low,91263.58455113032,No,Decline,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,1,0
UX Designer,Medium,Medium,Low,116207.69404339942,No,Growth,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1
HR Manager,Medium,Medium,Medium,77910.16782439903,Yes,Decline,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0
Cybersecurity Analyst,Small,Low,Low,89023.80823789263,No,Stable,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0
UX Designer,Small,Medium,Medium,97369.6720667399,No,Decline,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0
Operations Manager,Small,Low,Low,86409.79074516977,No,Growth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,1,0,0,0
Marketing Specialist,Medium,Low,High,109060.48294290472,Yes,Decline,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0
Data Scientist,Medium,Medium,High,45848.72549419468,Yes,Growth,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,1,0,0,0,0,0
Software Engineer,Large,Low,Medium,138448.1107757988,Yes,Growth,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0,1,0,0,0
Data Scientist,Small,High,Low,107155.49213990325,No,Decline,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0
Sales Manager,Medium,Medium,Low,86529.36341929967,Yes,Stable,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0,1,0,0,0,0,0,0,0,0
Sales Manager,Medium,Low,High,78953.56652845311,No,Growth,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,0,1,0,0,0,0,0,0,0
Cybersecurity Analyst,Small,Medium,High,72671.58777102892,Yes,Decline,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,1,0
Operations Manager,Large,Medium,Low,102912.30948339474,Yes,Growth,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,1
Operations Manager,Small,Medium,Low,109899.63337584709,No,Stable,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,1,0,0,0,0,0
HR Manager,Large,Low,Low,86749.477437402,Yes,Decline,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0
HR Manager,Medium,High,Low,112139.80825957004,No,Decline,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1
HR Manager,Large,High,Low,71854.79906477756,No,Decline,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,1,0,0,0,0,0,0,0
Marketing Specialist,Medium,Low,Low,68323.78300026328,Yes,Stable,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0
AI Researcher,Small,Medium,Medium,126266.82410491098,No,Growth,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0
Product Manager,Small,Low,Low,101822.17227077084,No,Decline,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,1,0,0,0,0,0,0,0,0
AI Researcher,Small,Low,High,117936.96403626657,Yes,Growth,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,1,0,0,0,0,0
Data Scientist,Large,Low,Medium,72921.20583224614,Yes,Growth,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,1,0
AI Researcher,Medium,Medium,Low,71529.49216462541,No,Stable,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1
Marketing Specialist,Small,Low,High,82827.81361084916,Yes,Decline,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,1
Data Scientist,Small,Medium,Medium,73518.82316921977,No,Growth,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,1,0,0,0
AI Researcher,Medium,Low,High,104107.30420456902,No,Decline,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0
Marketing Specialist,Small,High,Low,74977.47886147109,Yes,Decline,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0
Product Manager,Medium,Low,Low,66566.60283865419,Yes,Stable,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,0,1,0,0,0,0,0,0,0
AI Researcher,Medium,Low,Low,92840.30824510464,Yes,Decline,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,1,0,0
Marketing Specialist,Medium,High,Low,64200.276483495734,Yes,Decline,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0
HR Manager,Medium,Medium,Medium,54010.72137049221,No,Growth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0
Operations Manager,Medium,Medium,Medium,92665.14467722556,No,Stable,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0,0,1,0,0,0,0,0,0,0
HR Manager,Large,Low,High,55015.5991397958,Yes,Decline,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0
Operations Manager,Small,High,Low,105505.58792590846,Yes,Growth,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0
Software Engineer,Large,Medium,High,62093.32547494408,No,Stable,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0
Software Engineer,Small,Low,Medium,45186.52427160505,No,Stable,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,1,0,0
Software Engineer,Large,High,Low,84124.06699718411,No,Growth,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0
Product Manager,Medium,Medium,Low,92891.89006592968,No,Growth,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0
HR Manager,Small,Medium,Medium,99829.50127363882,Yes,Growth,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0
Operations Manager,Small,High,Medium,93440.31398031706,No,Growth,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,1,0,0,0
Marketing Specialist,Large,High,Medium,68813.74757764515,No,Growth,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0
Data Scientist,Large,High,Medium,104261.22361853208,Yes,Decline,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,1,0,0,0,0,0,0,0
Marketing Specialist,Small,High,Medium,109202.77012959492,No,Decline,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0
Data Scientist,Large,Low,Low,65884.75743088922,No,Stable,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,1,0,0,0,0,0
Sales Manager,Large,High,Medium,86379.87722680772,Yes,Decline,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,1,0,0,0,0
Marketing Specialist,Large,Medium,Low,84511.1994578196,Yes,Decline,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0
AI Researcher,Medium,Medium,Low,94407.63165576068,Yes,Decline,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0
AI Researcher,Medium,Low,Medium,85901.52416451782,No,Growth,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0,1,0,0,0,0,0,0,0,0
Cybersecurity Analyst,Large,Medium,Medium,88642.44455854046,No,Stable,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,1,0,0,0,0,0,0,0
HR Manager,Large,Medium,Low,102836.31060483382,Yes,Stable,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0
Data Scientist,Medium,High,Medium,67722.93800797733,Yes,Stable,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,1,0
Data Scientist,Medium,Medium,Medium,104747.46270521649,No,Stable,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0
HR Manager,Small,Low,Medium,112822.65463062502,Yes,Decline,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,1,0,0,0,0
Product Manager,Small,High,High,122682.69986977737,Yes,Decline,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1,0,0,0,0,0,0,0,0
Cybersecurity Analyst,Medium,High,Low,47132.65351725282,Yes,Growth,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,0,1,0,0,0,0,0
Product Manager,Large,Low,High,86341.96685769563,No,Stable,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0,0,0,0,0
Product Manager,Large,High,Medium,50697.98851292822,No,Decline,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,1,0
Product Manager,Large,High,High,41298.72620454353,No,Decline,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0
HR Manager,Large,Low,Medium,92881.86095214955,No,Growth,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0
Product Manager,Small,High,High,82016.96414299277,No,Growth,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,1,0,0,0
AI Researcher,Medium,Low,Medium,95997.01903541492,No,Growth,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0
Software Engineer,Large,Low,High,99722.55380174633,Yes,Decline,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0,0,0,0,1,0,0,0,0,0
Sales Manager,Small,Medium,High,114957.91916215842,No,Decline,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0
Data Scientist,Large,Medium,High,91078.4085061156,No,Growth,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0
Data Scientist,Medium,High,Low,148467.11234638176,Yes,Stable,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0
Sales Manager,Small,High,High,96128.19709970424,No,Growth,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,1,0
HR Manager,Medium,Low,Low,126849.58089134425,No,Growth,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0
Marketing Specialist,Medium,High,Medium,43343.24398951503,Yes,Growth,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0
HR Manager,Small,Low,High,116994.7905910125,Yes,Growth,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0
Data Scientist,Small,Low,Medium,86384.7902040888,Yes,Decline,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,1,0,0,0
Data Scientist,Small,High,Medium,51033.05481145457,No,Stable,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0
Sales Manager,Small,Low,High,98410.9021845624,Yes,Growth,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1
Product Manager,Small,Medium,Low,83940.88924031366,No,Stable,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0
HR Manager,Small,High,High,101601.06496896283,No,Stable,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,0,0,0
Operations Manager,Small,Medium,Medium,110221.52915102156,No,Stable,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0
Sales Manager,Large,High,Medium,60216.99766476808,No,Growth,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,1,0,0,0
AI Researcher,Medium,Low,High,110298.37964910315,Yes,Decline,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0
Data Scientist,Small,High,Low,90129.58968441431,Yes,Growth,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,1,0,0,0
Sales Manager,Large,Medium,Low,117056.82349386544,No,Stable,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,0,0,0,1,0,0,0,0,0
HR Manager,Large,Low,Medium,85897.03542004264,Yes,Stable,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,1
Data Scientist,Large,High,Medium,80591.82214937158,No,Decline,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0,1,0,0,0,0,0,0,0
Marketing Specialist,Medium,High,Low,90541.08081377904,No,Growth,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,1,0,0,0,0
Sales Manager,Small,High,High,92037.21412759706,No,Stable,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,1
Cybersecurity Analyst,Large,Medium,Medium,76744.30397016529,Yes,Decline,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,1,0,0
